3	85865	
id	mapid	position
int	int	string
266551	400010000	138082
266552	400010000	138082
269249	400010000	138083
269250	400010000	138083
270149	400010000	138084
270150	400010000	138084
203842	110010000	138085
203723	110010000	138086
203769	110010000	138087
798439	110010000	138088
203827	110010000	138089
798440	110010000	138090
203761	110010000	138091
203821	110010000	138092
798152	110010000	138093
213792	110010000	138094
203726	110010000	138095
203700	110010000	138096
203796	110010000	138097
203788	110010000	138098
203717	110010000	138099
203862	110010000	138100
203792	110010000	138101
203786	110010000	138102
798309	110010000	138103
798446	110010000	138104
203848	110010000	138105
203897	110010000	138106
203819	110010000	138107
203859	110010000	138108
203891	110010000	138109
799724	110010000	138110
203713	110010000	138111
203849	110010000	138112
203742	110010000	138113
799729	110010000	138114
203847	110010000	138115
203727	110010000	138116
203820	110010000	138117
798311	110010000	138118
203865	110010000	138119
203715	110010000	138120
203864	110010000	138121
203813	110010000	138122
798410	110010000	138123
203707	110010000	138124
203869	110010000	138125
798411	110010000	138126
205471	110010000	138127
799733	110010000	138128
203896	110010000	138129
203755	110010000	138130
213792	110010000	138131
700571	110010000	138132
203714	110010000	138133
203815	110010000	138134
203806	110010000	138135
203762	110010000	138136
203783	110010000	138137
203736	110010000	138138
213792	110010000	138139
203720	110010000	138140
798010	110010000	138141
203705	110010000	138142
203876	110010000	138143
203853	110010000	138144
203873	110010000	138145
798016	110010000	138146
798303	110010000	138147
203894	110010000	138148
798017	110010000	138149
203789	110010000	138150
203735	110010000	138151
203840	110010000	138152
203846	110010000	138153
203316	110010000	138154
203882	110010000	138155
203776	110010000	138156
798420	110010000	138157
203744	110010000	138158
203870	110010000	138159
798378	110010000	138160
203890	110010000	138161
203389	110010000	138162
203830	110010000	138163
203866	110010000	138164
203712	110010000	138165
203835	110010000	138166
203811	110010000	138167
203863	110010000	138168
203721	110010000	138169
203782	110010000	138170
700588	110010000	138171
203730	110010000	138172
203766	110010000	138173
203843	110010000	138174
203867	110010000	138175
203895	110010000	138176
203844	110010000	138177
799728	110010000	138178
798408	110010000	138179
203791	110010000	138180
203817	110010000	138181
203808	110010000	138182
203756	110010000	138183
203701	110010000	138184
798023	110010000	138185
203737	110010000	138186
798405	110010000	138187
213792	110010000	138188
798022	110010000	138189
203772	110010000	138190
203868	110010000	138191
203823	110010000	138192
798404	110010000	138193
799736	110010000	138194
798012	110010000	138195
203879	110010000	138196
798021	110010000	138197
203703	110010000	138198
799726	110010000	138199
203708	110010000	138200
798310	110010000	138201
203758	110010000	138202
799732	110010000	138203
203893	110010000	138204
798357	110010000	138205
798027	110010000	138206
203878	110010000	138207
798015	110010000	138208
203759	110010000	138209
203785	110010000	138210
203809	110010000	138211
203749	110010000	138212
798438	110010000	138213
203774	110010000	138214
700588	110010000	138215
798321	110010000	138216
203838	110010000	138217
203824	110010000	138218
203753	110010000	138219
203837	110010000	138220
798419	110010000	138221
798398	110010000	138222
203885	110010000	138223
798019	110010000	138224
203892	110010000	138225
203872	110010000	138226
203856	110010000	138227
203754	110010000	138228
203832	110010000	138229
205455	110010000	138230
203741	110010000	138231
203851	110010000	138232
203829	110010000	138233
203834	110010000	138234
799723	110010000	138235
203822	110010000	138236
798011	110010000	138237
203384	110010000	138238
203858	110010000	138239
798432	110010000	138240
700571	110010000	138241
203836	110010000	138242
203771	110010000	138243
203857	110010000	138244
798020	110010000	138245
203706	110010000	138246
203794	110010000	138247
203818	110010000	138248
203828	110010000	138249
203388	110010000	138250
203777	110010000	138251
799725	110010000	138252
203795	110010000	138253
798026	110010000	138254
798009	110010000	138255
203780	110010000	138256
798359	110010000	138257
203778	110010000	138258
799731	110010000	138259
799737	110010000	138260
203833	110010000	138261
700588	110010000	138262
798319	110010000	138263
798447	110010000	138264
203386	110010000	138265
798320	110010000	138266
203725	110010000	138267
203702	110010000	138268
203732	110010000	138269
203807	110010000	138270
798426	110010000	138271
203724	110010000	138272
203752	110010000	138273
203764	110010000	138274
203850	110010000	138275
798431	110010000	138276
203810	110010000	138277
203883	110010000	138278
203740	110010000	138279
203734	110010000	138280
203854	110010000	138281
203831	110010000	138282
203719	110010000	138283
213792	110010000	138284
203704	110010000	138285
798391	110010000	138286
213792	110010000	138287
203839	110010000	138288
203763	110010000	138289
203845	110010000	138290
203738	110010000	138291
203871	110010000	138292
203793	110010000	138293
203875	110010000	138294
203814	110010000	138295
203852	110010000	138296
203855	110010000	138297
203773	110010000	138298
203775	110010000	138299
203898	110010000	138300
203816	110010000	138301
203728	110010000	138302
203781	110010000	138303
798026	110010000	138304
203770	110010000	138305
799734	110010000	138306
203329	110010000	138307
203387	110010000	138308
203711	110010000	138309
798116	110010000	138310
203888	110010000	138311
798025	110010000	138312
203751	110010000	138313
203743	110010000	138314
203765	110010000	138315
203790	110010000	138316
203757	110010000	138317
798436	110010000	138318
203729	110010000	138319
203787	110010000	138320
798384	110010000	138321
798014	110010000	138322
203841	110010000	138323
203739	110010000	138324
203716	110010000	138325
203750	110010000	138326
798024	110010000	138327
213792	110010000	138328
798318	110010000	138329
203779	110010000	138330
203861	110010000	138331
799735	110010000	138332
700571	110010000	138333
203825	110010000	138334
203884	110010000	138335
203768	110010000	138336
203880	110010000	138337
798444	110010000	138338
798322	110010000	138339
203731	110010000	138340
203709	110010000	138341
213792	110010000	138342
203760	110010000	138343
203722	110010000	138344
203899	110010000	138345
798397	110010000	138346
